JOB NUMBER,SOLDER PUMP [RPM],USE AUTOFLUX?,USE IR PREHEAT?,PART THICKNESS [mm],SOLDER SPEED [mm/s],PREHEAT TIME [s]
X45690,565,0,0,1.000000000000,600,60
